AaronPressman,"Legislation to dramatically relax U.S. export restrictions on computer encoding technology moved ahead on Wednesday as the House Judiciary Committee approved the measure.
The bill, known as the Security and Freedom through Encryption Act, now goes to the House International Relations Committee where opponents plan to make their stand.
Encryption, computer programmes that scramble information and render it unreadable without a password or software ""key,"" has become an essential component of global communications and electronic commerce over the Internet.
The Clinton administration has opposed the bill and similiar measures in the Senate, arguing that allowing strong encryption out of the country will put it in the hands of international criminals and terrorists.
Representative Bob Goodlatte, the bill's author, said he had spoken to administration officials on Tuesday and hoped a compromise could be reached.
""We're very, very close in many areas,"" the Virginia Republican told reporters after the committee vote. ""The export control issue is probably the area that we're still the furthest apart on.""
Goodlatte's bill would also write into law the current policy of allowing unrestricted domestic use of encryption.
The bill would criminalize the use of encryption to conceal information related to the commission of a felony. That provision came on an amendment from Massachusetts Democrat Representative William Delahunt which replaced a broader criminalization provision included in the original bill.
The committee also approved an amendment requiring law enforcement officials to compile statistics for Congress on the use of encryption by criminals.
Software industry officials and privacy advocates, who have strongly opposed the export limits, urged lawmakers to continue moving the legislation forward.
The International Relations Committee ""will have a go at it but it's great to have some momentum,"" Netscape Communications Corp. public policy counsel Peter Harter said after the vote. ""We've come a long way in a very short period of time. This legislation is moving at Internet time.""
Jonah Seiger, communications director at the Centre for Democracy and Technology, said the vote was a ""historic moment.""
""The Judiciary Committee agreed that the administration has the wrong policy sending a very clear signal that we need to change direction,"" Seiger said.
Before the vote, committee Chairman Henry Hyde of Illinois prohibited amendments to the bill on the controversial export section. Hyde said the export section fell under the jurisdiction of the International Relations Committee.
"
AaronPressman,"Former Federal Reserve chairman Paul Volcker on Wednesday tangled with lawmakers who opposed his view that banks should not be allowed to combine with commercial companies.
But neither side broke much new ground in the debate, one of the hottest controversies remaining as Congress tries to overhaul ageing U.S. financial laws.
Volcker may have set the tone when he began his remarks to the House Banking Committee by observing that he delivered almost the identical testimony at a similiar hearing in 1991.
""I could read that statement word-for-word and it would be totally relevant"" on most issues being discussed, he said.
Volcker, a long-time opponent of mixing commerce and banking, pointed to recent experiences in Japan and Germany.
""I do not think that today many observers look to Germany or Japan for a model of an effective, innovative banking system,"" he said, ""Quite the contrary.""
That suited committee chairman Jim Leach, Republican of Iowa, also a longtime opponent of mixing banking and commerce. Rep. Doug Bereuter, Republican of Nebraska, announced at the hearing he would oppose such combinations.  
But advocates of legislation allowing some mixing questioned Volcker's evidence and conclusions.
Rep. Richard Baker, who has introduced a bill to allow unlimited mixing, said banks had been permitted to combine with commercial firms for most of U.S. history.
""This reflects that there is no principle or meaningful distinction between commerce and finance,"" the Louisiana Republican said.
Baker noted that Bankers Trust New York Corp, where Volcker sits on the board of directors, reported a profit of $62 million last year on an equity investment in an airline, asking: ""Isn't that an investment in a commercial enterprise?""
""Banks are able to hold some equity investment in the course of underwriting and in the course of merchant banking, and Bankers Trust has done so at times,"" Volcker responded. ""Had they extended beyond that, they would have one director who would protest.""
Banks cannot hold a controlling stake in a commercial firm, Volcker added.
When Baker suggested that lawmakers would put similar limits on commercial holdings at consolidated financial firms, referred to as a basket approach, Volcker disagreed.  
One bill under consideration would allow financial firms to conduct 25 percent of their business in non-financial endeavors, although legislators have also discussed basing the basket limit on total capital as opposed to business activity.
The ban on control ""is not a basket at all, it is a non- controlling interest and if it reached the point where it affected the fortunes of the bank, I'd worry about,"" Volcker said.
Later, Rep. Tom Campbell, Republican of California, said he was leaning towards allowing combinations of banks and commercial firms.
Representatives of the securities and insurance industries testified after Volcker and most favored allowing banking and commerce to mix.
""Such combinations are today part of the normal course of business for Merrill Lynch as well as other companies in our industry here in the U.S. and around the world,"" John Heinmann, the firm's chairman of global financial institutions, said.
((Washington newsroom 202-898-8312))
"
AaronPressman,"Legislation to dramatically relax U.S. export restrictions on computer encoding technology moved ahead on Wednesday as the House Judiciary Committee approved the measure.
The bill, known as the Security and Freedom through Encryption Act, now goes to the House International Relations Committee where opponents plan to make their stand.
Encryption, computer programmes that scramble information and render it unreadable without a password or software ""key,"" has become an essential component of global communications and electronic commerce over the Internet.
The Clinton administration has opposed the bill and similiar measures in the Senate, arguing that allowing strong encryption out of the country will put it in the hands of international criminals and terrorists.
Representative Bob Goodlatte, the bill's author, said he had spoken to administration officials on Tuesday and hoped a compromise could be reached.
""We're very, very close in many areas,"" the Virginia Republican told reporters after the committee vote. ""The export control issue is probably the area that we're still the furthest apart on.""
After the votes, administration officials emphasised the differences. Under Secretary of Commerce William Reinsch said the administration ""is disappointed that the committee acted precipitously. The bill contains serious deficiencies.""
Goodlatte's bill also would write into law the current policy of allowing unrestricted domestic use of encryption.
The bill would criminalize the use of encryption to conceal information related to the commission of a felony.
Software industry officials and privacy advocates, who have strongly opposed the export limits, urged lawmakers to continue moving the legislation forward.
The International Relations Committee ""will have a go at it but it's great to have some momentum,"" Netscape Communications Corp. public policy counsel Peter Harter told Reuters after the vote. ""We've come a long way in a very short period of time. This legislation is moving at Internet time.""
Jonah Seiger, communications director at the Centre for Democracy and Technology, said the vote was a ""historic moment.""
""The Judiciary Committee agreed that the administration has the wrong policy sending a very clear signal that we need to change direction,"" Seiger said.
Before the vote, committee chairman Henry Hyde of Illinois prohibited amendments to the bill on the controversial export section. Hyde said the export section fell under the jurisdiction of the International Relations Committee.
"
AaronPressman,"Sun Microsystem Inc's decision to use powerful computer encoding software made in Russia put added pressure on the Clinton administration on Monday to relax strict U.S. export controls on similiar products made by American companies.
Encryption products, which scramble information and render it unreadable without a password or software ""key,"" have become a critical component of global communications and online commerce over the Internet.  
But encryption's power to prevent hackers from snooping on telephone calls and credit card numbers sent over the Internet can also be employed by drug cartels or terrorists to thwart law enforcement survellience.
Clinton administration officials oppose allowing exports of powerful U.S. encryption programs unless the software is designed to allow the government to crack the codes by gaining access to the software keys.
Federal Bureau of Investigation Director Louis Freeh and others have said repeatedly that the encryption ""genie"" is not yet ""out of the bottle.""  
""It's an arguably legal way around what is clearly a ludicrous export control policy of the administration that is creating jobs in Russia,"" Rep. Bob Goodlatte said in a telephone interview.
Goodlatte, Republican of Virginia, introduced one of several measures being considered by Congress to relax the export controls. The bill was passed by the House Judiciary Committee last week and is awaiting action by the International Relations Committee.
If U.S. export restrictions stay in place, industry officials warned, other companies will go the same route.
""A lot of U.S. companies have been contemplating this,"" said Jon Englund, vice president at the Information Technology Association of America. ""Sun's move is the first example of a trend that will continue. We'll see more and more of that.""
Administration officials had no comment on the Sun announcement.
((202-898-8312))
"
AaronPressman,"The Clinton administration has crafted a plan to reform what many call outdated U.S. banking laws and will begin making its positions known over the next few weeks, industry officials said Monday.
The administration will formally unveil its plan when Treasury Secretary Robert Rubin testifies at a House Banking Committee hearing June 3, but details of the plan are expected to emerge as early as this week, the officials said.
Under Secretary John Hawke, a leading architect of the administration plan, is slated to speak here on Wednesday. In his speech, Hawke may indicate the administration's stand on mixing banking and commerce, lobbyists said.
""Mr. Hawke certainly won't do anything to upstage Rubin,"" one lobbyist in contact with the administration noted. ""But we will hear generally where they are on some of these topics.""
While most in Congress and the finance industry agree that the Depression-era barriers separating banking from securities and insurance should be torn down, there is little consensus about going farther and allowing banks to combine with securities and other firms.
The administration's position has evolved over the past several months. A task force on financial reform headed by Hawke initially recommended eliminating all barriers.
But the specter of Citicorp or Chase Manhattan merging with General Motors Corp. or Microsoft Corp. drew strong protests from House Banking Committee Chairman Jim Leach of Iowa, as well as prominent labor and consumer groups.
And during the spring, several Democratic senators, led by Paul Sarbanes of Maryland, wrote to Rubin to register their opposition to mixing banking and commerce.
Bowing somewhat to the criticism, the administration is now said to favor allowing limited combinations. Financial firms would be limited to a ""basket"" of non-financial activity, expressed as a percentage of total revenue or capital, some lobbyists said.
But the basket could be further limited by prohibiting combinations of the largest financial and non-financial firms. For example, one approach would be to bar the 1,000 biggest commercial firms from owning or being owned by banks.
Another difficult issue concerns regulating disparate financial businesses within a diversified firm.
Almost everyone favors ""functional regulation,"" meaning that each activity of a firm would be regulated by the appropriate regulator. The Securities and Exchange Commission would regulate securities activities while state insurance regulators would oversee insurance sales, for example.
But debate continues about the level of federal intrusion in insurance regulation as well as the need for a top-level regulator to oversee entire firms.
While some favor setting the Federal Reserve at the top of the heap, the administration is expected to back a committee approach. The committee would be composed of representatives of the various functional regulators.
"
AaronPressman,"The Clinton administration has crafted a plan to reform what many call outdated U.S. banking laws and will begin making its positions known over the next few weeks, industry officials said Monday.
The administration will formally unveil its plan when Treasury Secretary Robert Rubin testifies at a House Banking Committee hearing June 3, but details of the plan are expected to emerge as early as this week, the officials said.
Under Secretary John Hawke, a leading architect of the administration plan, is slated to speak here on Wednesday. In his speech, Hawke may indicate the administration's stand on mixing banking and commerce, lobbyists said.
""Mr. Hawke certainly won't do anything to upstage Rubin,"" one lobbyist in contact with the administration noted. ""But we will hear generally where they are on some of these topics.""
While most in Congress and the finance industry agree that the Depression-era barriers separating banking from securities and insurance should be torn down, there is little consensus about going farther and allowing banks to combine with securities and other firms.
The administration's position has evolved over the past several months. A task force on financial reform headed by Hawke initially recommended eliminating all barriers.
But the specter of Citicorp or Chase Manhattan merging with General Motors Corp. or Microsoft Corp. drew strong protests from House Banking Committee Chairman Jim Leach of Iowa, as well as prominent labour and consumer groups.
And during the spring, several Democratic senators, led by Paul Sarbanes of Maryland, wrote to Rubin to register their opposition to mixing banking and commerce.
Bowing somewhat to the criticism, the administration is now said to favour allowing limited combinations. Financial firms would be limited to a ""basket"" of non-financial activity, expressed as a percentage of total revenue or capital, some lobbyists said.
But the basket could be further limited by prohibiting combinations of the largest financial and non-financial firms. For example, one approach would be to bar the 1,000 biggest commercial firms from owning or being owned by banks.
Another difficult issue concerns regulating disparate financial businesses within a diversified firm.
Almost everyone favours ""functional regulation,"" meaning that each activity of a firm would be regulated by the appropriate regulator. The Securities and Exchange Commission would regulate securities activities while state insurance regulators would oversee insurance sales, for example.
But debate continues about the level of federal intrusion in insurance regulation as well as the need for a top-level regulator to oversee entire firms.
While some favour setting the Federal Reserve at the top of the heap, the administration is expected to back a committee approach. The committee would be composed of representatives of the various functional regulators.
"
AaronPressman,"Treasury Secretary Robert Rubin, outlining a plan to overhaul Depression-era laws governing the U.S. financial sector, said Wednesday the Clinton administration favored allowing banks to enter the securities and insurance fields.
""The old lines that separated insurance, securities and banking industries have increasingly blurred as new financial services and products have appeared,"" Rubin said in a speech here.
The highly anticipated administration proposal, originally expected in March, takes its place with several bills already introduced in Congress. ""We look forward to working with Congress on this important initiative,"" Rubin said.
Increased competition in financial services should benefit consumers, generating savings of up to $15 billion a year, Rubin said.
The new proposal did not take a firm position on the controversial question of allowing banks to combine with non-financial, commercial firms.
""Because of the nature of the issues and the complete lack of consensus, we think the issue needs to be further debated by Congress before settling on a final approach,"" Rubin said.
Some lawmakers, along with smaller banks and consumer groups, adamantly oppose allowing banks to combine with commercial firms. But insurance companies and securities firms say they are already intertwined with non-financial interests and could not compete with banks if such combinations were not permitted.
Rubin outlined two possible approaches. Under one approach, some mixing would be permitted but limited and with the 1,000 largest non-financial firms excluded.
Under a second approach, no mixing would be allowed with banks but, as currently permitted, thrifts would be allowed to combine with  commercial firms.
If banks are allowed to mix with commercial firms, the reforms could take effect two years after enactment, Rubin said. If mixing is not allowed, the reforms could take effect in nine months.
The Federal Reserve should continue to oversee bank holding companies, while specific activities would be overseen by specific regulators such as the Securities and Exchange Commission and state insurance regulators.
Banks would be allowed to underwrite municipal revenue bonds. An exemption for banks in the federal mutual fund law, the Investment Company Act, would be narrowed.
"
AaronPressman,"The U.S. Commerce Department showed an unexpected degree of flexibility in approving an application from Sybase Inc to export computer encoding products, company officials said on Wednesday.
About a dozen companies have already gotten permission this year to export products with encryption, data scrambling technology that renders information unreadable without a password or software ""key.""
But Sybase's products appeared to skirt strict U.S. export rules in effect since the beginning of the year.  
""I was sufficiently surprised when I got word over the phone that we had been approved that I wrote a letter spelling out what I saw as the differences of our approach versus (the regulations),"" said Tom Parenty, Sybase's director of data and communication security. Shortly thereafter, Parenty said, he received written confirmation.
To export powerful encryption under the current rules, a company must include features allowing the government to crack the codes by gaining access to the software keys. Companies may export medium-strength encryption by promising to include so-called key recovery features within two years.  
The rules indicate that a product must allow key recovery both for encrypted stored data, like a file on a hard drive, as well as for live communications that are encoded.
But Sybase's products, Internet transaction software and client-server database programs, will allow for key recovery within two years only of stored data. Encrypted communications between a customer and a web site using the Sybase transaction software, for example, would not allow for government decoding, Parenty said.
The key recovery feature was designed to meet the needs of customers, he said.  
""Many people want a key recovery mechanism for stored data,"" Parenty said. ""But there is no reason, once I have the answer to my query, to want the keys to decrypt those communications.""
Sybase still supports legislative proposals that Congress is considering that would eliminate most of the export restrictions, Parenty said.
The Clinton administration has opposed loosening the rules, but pressure for change continued to mount this week, as Sun Microsystems Inc announced it would get around the rules by marketing Russian-made encryption with its export products.
And on Wednesday, a group of cryptography experts released a study concluding that the large-scale infrastructure needed to support key recovery for law enforcement agencies could compromise the security of lawful encryption users.
((--202-898-8312))
"
AaronPressman,"Treasury Secretary Robert Rubin outlined on Wednesday the Clinton administration's plan to allow banks to get into the securities and insurance businesses, eliminating 60-year-old legal barriers enacted during the Great Depression.
""The old lines that separated insurance, securities and banking industries have increasingly blurred as new financial services and products have appeared,"" Rubin said.
The plan would allow banks, securities firms and insurance companies to compete directly under a uniform set of regulations. That increased competition should benefit consumers, generating savings of up to $15 billion a year, Rubin said in a speech at the Exchequer Club here.
The highly anticipated administration proposal, originally expected in March, takes its place with several bills already introduced in Congress. ""We look forward to working with Congress on this important initiative,"" Rubin said.
House Banking Committee Chairman Jim Leach welcomed the plan, but said some substantive issues were unresolved.
""While differences of judgment on several key legislative points remain, Secretary Rubin's statement today is very constructive to the process,"" the Iowa Republican said.
Industry participants said the administration plan would give the reform effort a needed boost.
The proposal ""should provide considerable momentum for long-needed reform,"" Bankers Trust New York Corp. Chairman Frank Newman said. Newman gave the effort some prior momentum last month, when his bank took advantage of recent regulatory changes and acquired the securities firm Alex. Brown Inc.
Consumer advocates, however, complained that the proposal did not contain adequate measures to protect bank customers buying insurance.
""We're very disappointed that there are no protections on insurance,"" Mary Griffin of Consumers Union said. Banks have a weak track record in that area, she added.
Credit insurance on mortgages, the second most popular insurance product sold by banks, ""is one of the biggest consumer rip-offs out there,"" she said.
The Rubin proposal did not take a firm position on the controversial question of allowing banks to combine with non-financial, commercial firms.
""Because of the nature of the issues and the complete lack of consensus, we think the issue needs to be further debated by Congress before settling on a final approach,"" Rubin said.
Some lawmakers, along with smaller banks and consumer groups, adamantly oppose allowing banks to combine with commercial firms. But insurance companies and securities firms say they are already intertwined with non-financial interests and could not compete with banks if such combinations were not permitted.
Rubin outlined two possible approaches. Under one approach, some mixing would be permitted but limited and with the 1,000 largest non-financial firms excluded.
Under a second approach, no mixing would be allowed with banks but, as currently permitted, thrifts would be allowed to combine with commercial firms.
"
AaronPressman,"Treasury Secretary Robert Rubin, outlining a plan to overhaul Depression-era laws governing the U.S. financial sector, said Wednesday the Clinton administration favoured allowing banks to enter the securities and insurance fields.
""The old lines that separated insurance, securities and banking industries have increasingly blurred as new financial services and products have appeared,"" Rubin said in a speech here.
The highly anticipated administration proposal, originally expected in March, takes its place with several bills already introduced in Congress. ""We look forward to working with Congress on this important initiative,"" Rubin said.
Increased competition in financial services should benefit consumers, generating savings of up to $15 billion a year, Rubin said.
The new proposal did not take a firm position on the controversial question of allowing banks to combine with non-financial, commercial firms.
""Because of the nature of the issues and the complete lack of consensus, we think the issue needs to be further debated by Congress before settling on a final approach,"" Rubin said.
Some lawmakers, along with smaller banks and consumer groups, adamantly oppose allowing banks to combine with commercial firms. But insurance companies and securities firms say they are already intertwined with non-financial interests and could not compete with banks if such combinations were not permitted.
Rubin outlined two possible approaches. Under one approach, some mixing would be permitted but limited and with the 1,000 largest non-financial firms excluded.
Under a second approach, no mixing would be allowed with banks but, as currently permitted, thrifts would be allowed to combine with  commercial firms.
If banks are allowed to mix with commercial firms, the reforms could take effect two years after enactment, Rubin said. If mixing is not allowed, the reforms could take effect in nine months.
The Federal Reserve should continue to oversee bank holding companies, while specific activities would be overseen by specific regulators such as the Securities and Exchange Commission and state insurance regulators.
Banks would be allowed to underwrite municipal revenue bonds. An exemption for banks in the federal mutual fund law, the Investment Company Act, would be narrowed.
"
